duration_sec,bike_id,user_type,member_gender,age,distance_km,start_day_of_week,end_day_of_week,start_hour,start_time_of_day,duration_minute
1656,5908,Customer,Male,37.0,5.44,Wednesday,Wednesday,18,night,27.6
1962,4846,Subscriber,Male,53.0,5.41,Wednesday,Wednesday,17,afternoon,32.7
1300,5107,Subscriber,Male,33.0,6.22,Wednesday,Wednesday,17,afternoon,21.666666666666668
1071,1643,Subscriber,Male,33.0,5.16,Wednesday,Wednesday,17,afternoon,17.85
2057,991,Subscriber,Male,50.0,6.71,Wednesday,Wednesday,17,afternoon,34.28333333333333
1509,2383,Subscriber,Female,50.0,5.31,Wednesday,Wednesday,17,afternoon,25.15
1599,4743,Customer,Male,36.0,5.55,Wednesday,Wednesday,17,afternoon,26.65
1491,6351,Subscriber,Male,37.0,5.23,Wednesday,Wednesday,17,afternoon,24.85
1679,4532,Subscriber,Male,63.0,5.13,Wednesday,Wednesday,17,afternoon,27.983333333333334
1355,4753,Subscriber,Male,38.0,6.74,Wednesday,Wednesday,17,afternoon,22.583333333333332
2021,3433,Subscriber,Other,29.0,6.58,Wednesday,Wednesday,16,afternoon,33.68333333333333
1679,6216,Subscriber,Male,31.0,5.26,Wednesday,Wednesday,17,afternoon,27.983333333333334
1634,1387,Subscriber,Male,38.0,5.74,Wednesday,Wednesday,16,afternoon,27.233333333333334
1866,6515,Subscriber,Female,40.0,5.25,Wednesday,Wednesday,16,afternoon,31.1
1158,4657,Subscriber,Male,48.0,5.07,Wednesday,Wednesday,16,afternoon,19.3
1347,4694,Subscriber,Male,62.0,6.71,Wednesday,Wednesday,16,afternoon,22.45
1690,5051,Subscriber,Male,29.0,6.93,Wednesday,Wednesday,16,afternoon,28.166666666666668
1372,4743,Subscriber,Male,43.0,5.14,Wednesday,Wednesday,16,afternoon,22.866666666666667
1654,6299,Subscriber,Female,41.0,6.03,Wednesday,Wednesday,15,afternoon,27.566666666666666
1399,4532,Subscriber,Male,63.0,5.65,Wednesday,Wednesday,15,afternoon,23.316666666666666
1611,4978,Subscriber,Female,28.0,5.17,Wednesday,Wednesday,15,afternoon,26.85
2154,4893,Subscriber,Male,43.0,7.21,Wednesday,Wednesday,14,afternoon,35.9
1164,4775,Subscriber,Male,49.0,5.14,Wednesday,Wednesday,14,afternoon,19.4
1795,4970,Subscriber,Other,31.0,5.11,Wednesday,Wednesday,14,afternoon,29.916666666666668
2211,6454,Subscriber,Male,31.0,6.26,Wednesday,Wednesday,13,afternoon,36.85
1682,4520,Subscriber,Male,25.0,7.1,Wednesday,Wednesday,12,afternoon,28.033333333333335
2188,5951,Subscriber,Male,30.0,5.42,Wednesday,Wednesday,12,afternoon,36.46666666666667
1609,6562,Customer,Other,40.0,5.81,Wednesday,Wednesday,12,afternoon,26.816666666666666
1422,4929,Subscriber,Male,51.0,5.92,Wednesday,Wednesday,12,afternoon,23.7
1660,5186,Subscriber,Male,37.0,7.57,Wednesday,Wednesday,11,morning,27.666666666666668
1371,6233,Subscriber,Male,52.0,5.81,Wednesday,Wednesday,11,morning,22.85
1912,4909,Subscriber,Male,55.0,6.8,Wednesday,Wednesday,11,morning,31.866666666666667
1701,6111,Subscriber,Male,29.0,6.93,Wednesday,Wednesday,10,morning,28.35
1579,4840,Subscriber,Female,66.0,5.86,Wednesday,Wednesday,10,morning,26.316666666666666
2239,4648,Subscriber,Male,51.0,5.18,Wednesday,Wednesday,10,morning,37.31666666666667
1573,5273,Subscriber,Male,52.0,6.16,Wednesday,Wednesday,10,morning,26.216666666666665
1510,4759,Subscriber,Male,38.0,5.36,Wednesday,Wednesday,9,morning,25.166666666666668
1312,4713,Subscriber,Male,54.0,5.31,Wednesday,Wednesday,9,morning,21.866666666666667
1728,1551,Subscriber,Female,42.0,5.26,Wednesday,Wednesday,9,morning,28.8
1454,4554,Subscriber,Male,39.0,5.9,Wednesday,Wednesday,9,morning,24.233333333333334
1793,6235,Subscriber,Female,38.0,5.41,Wednesday,Wednesday,9,morning,29.883333333333333
1403,793,Subscriber,Female,35.0,5.09,Wednesday,Wednesday,9,morning,23.383333333333333
1623,4712,Subscriber,Male,38.0,5.19,Wednesday,Wednesday,9,morning,27.05
1115,5186,Subscriber,Male,37.0,5.08,Wednesday,Wednesday,9,morning,18.583333333333332
1164,6480,Subscriber,Male,33.0,6.08,Wednesday,Wednesday,9,morning,19.4
1291,5422,Subscriber,Male,30.0,5.41,Wednesday,Wednesday,8,morning,21.516666666666666
1457,6106,Subscriber,Male,42.0,6.0,Wednesday,Wednesday,8,morning,24.283333333333335
1598,6574,Customer,Male,41.0,6.05,Wednesday,Wednesday,8,morning,26.633333333333333
1467,5089,Subscriber,Male,31.0,6.41,Wednesday,Wednesday,8,morning,24.45
1331,5820,Subscriber,Male,34.0,5.34,Wednesday,Wednesday,8,morning,22.183333333333334
1260,6412,Subscriber,Female,54.0,5.81,Wednesday,Wednesday,8,morning,21.0
1628,6644,Subscriber,Male,30.0,5.83,Wednesday,Wednesday,8,morning,27.133333333333333
1190,2476,Subscriber,Male,66.0,5.27,Wednesday,Wednesday,8,morning,19.833333333333332
1836,4487,Subscriber,Male,50.0,6.71,Wednesday,Wednesday,8,morning,30.6
1126,5145,Subscriber,Male,32.0,5.08,Wednesday,Wednesday,8,morning,18.766666666666666
1248,4909,Subscriber,Male,62.0,6.43,Wednesday,Wednesday,8,morning,20.8
1618,5233,Subscriber,Male,38.0,6.61,Wednesday,Wednesday,7,morning,26.966666666666665
1445,4981,Subscriber,Male,51.0,5.78,Wednesday,Wednesday,7,morning,24.083333333333332
2229,2776,Subscriber,Female,39.0,7.23,Wednesday,Wednesday,7,morning,37.15
1448,6440,Subscriber,Female,41.0,6.17,Wednesday,Wednesday,7,morning,24.133333333333333
1285,4370,Subscriber,Female,40.0,5.47,Wednesday,Wednesday,7,morning,21.416666666666668
1303,5249,Subscriber,Male,50.0,5.26,Wednesday,Wednesday,7,morning,21.716666666666665
1363,5284,Subscriber,Male,48.0,5.56,Wednesday,Wednesday,7,morning,22.716666666666665
1367,5968,Subscriber,Male,30.0,5.5,Wednesday,Wednesday,7,morning,22.783333333333335
1164,6113,Subscriber,Male,51.0,5.53,Wednesday,Wednesday,7,morning,19.4
1501,5875,Subscriber,Male,31.0,5.26,Wednesday,Wednesday,7,morning,25.016666666666666
1199,5552,Subscriber,Female,36.0,5.59,Wednesday,Wednesday,7,morning,19.983333333333334
1224,6413,Subscriber,Male,30.0,5.09,Wednesday,Wednesday,7,morning,20.4
1507,5966,Subscriber,Male,36.0,6.03,Wednesday,Wednesday,7,morning,25.116666666666667
1799,5930,Subscriber,Male,33.0,5.09,Wednesday,Wednesday,6,morning,29.983333333333334
1352,5348,Subscriber,Male,39.0,5.14,Wednesday,Wednesday,6,morning,22.533333333333335
1347,4743,Subscriber,Female,35.0,6.29,Wednesday,Wednesday,5,morning,22.45
2434,1439,Subscriber,Male,25.0,5.81,Wednesday,Wednesday,5,morning,40.56666666666667
1003,5114,Subscriber,Male,54.0,5.31,Wednesday,Wednesday,1,morning,16.716666666666665
1904,1807,Subscriber,Male,27.0,6.91,Tuesday,Tuesday,22,night,31.733333333333334
1053,4897,Subscriber,Male,42.0,6.01,Tuesday,Tuesday,22,night,17.55
1107,5512,Subscriber,Female,36.0,5.58,Tuesday,Tuesday,21,night,18.45
1331,6187,Subscriber,Male,36.0,6.02,Tuesday,Tuesday,20,night,22.183333333333334
2197,5422,Subscriber,Male,42.0,5.48,Tuesday,Tuesday,19,night,36.61666666666667
1588,6570,Subscriber,Male,30.0,5.9,Tuesday,Tuesday,19,night,26.466666666666665
1299,4872,Subscriber,Male,42.0,6.94,Tuesday,Tuesday,19,night,21.65
1895,793,Customer,Male,37.0,5.44,Tuesday,Tuesday,19,night,31.583333333333332
2668,4802,Customer,Female,30.0,5.7,Tuesday,Tuesday,18,night,44.46666666666667
1261,6480,Subscriber,Male,33.0,6.22,Tuesday,Tuesday,18,night,21.016666666666666
2155,5966,Subscriber,Male,44.0,5.59,Tuesday,Tuesday,17,afternoon,35.916666666666664
1347,5354,Subscriber,Male,30.0,5.27,Tuesday,Tuesday,18,night,22.45
1638,6504,Subscriber,Male,42.0,6.08,Tuesday,Tuesday,17,afternoon,27.3
1247,5121,Subscriber,Female,50.0,5.31,Tuesday,Tuesday,17,afternoon,20.783333333333335
2405,5249,Subscriber,Male,34.0,5.34,Tuesday,Tuesday,17,afternoon,40.083333333333336
1638,2890,Subscriber,Female,41.0,6.91,Tuesday,Tuesday,17,afternoon,27.3
1224,4540,Subscriber,Male,35.0,5.42,Tuesday,Tuesday,17,afternoon,20.4
1616,4657,Subscriber,Female,36.0,5.22,Tuesday,Tuesday,17,afternoon,26.933333333333334
1406,4357,Subscriber,Male,40.0,5.36,Tuesday,Tuesday,17,afternoon,23.433333333333334
1139,5125,Subscriber,Female,32.0,5.7,Tuesday,Tuesday,17,afternoon,18.983333333333334
1591,4893,Subscriber,Male,35.0,6.14,Tuesday,Tuesday,17,afternoon,26.516666666666666
1865,5230,Subscriber,Male,30.0,6.2,Tuesday,Tuesday,17,afternoon,31.083333333333332
1852,5116,Subscriber,Male,57.0,7.17,Tuesday,Tuesday,16,afternoon,30.866666666666667
1495,6417,Subscriber,Male,29.0,5.76,Tuesday,Tuesday,16,afternoon,24.916666666666668
1371,5024,Customer,Male,32.0,5.4,Tuesday,Tuesday,16,afternoon,22.85
1598,6555,Subscriber,Male,31.0,5.26,Tuesday,Tuesday,16,afternoon,26.633333333333333
1332,5414,Subscriber,Male,31.0,5.29,Tuesday,Tuesday,16,afternoon,22.2
1482,6321,Customer,Female,37.0,5.55,Tuesday,Tuesday,16,afternoon,24.7
1906,6503,Subscriber,Male,33.0,5.09,Tuesday,Tuesday,16,afternoon,31.766666666666666
1625,4424,Subscriber,Female,41.0,6.17,Tuesday,Tuesday,16,afternoon,27.083333333333332
1500,4877,Subscriber,Male,29.0,6.32,Tuesday,Tuesday,15,afternoon,25.0
1993,3315,Subscriber,Male,50.0,6.71,Tuesday,Tuesday,15,afternoon,33.21666666666667
2284,5128,Subscriber,Other,58.0,5.14,Tuesday,Tuesday,15,afternoon,38.06666666666667
1456,5963,Subscriber,Male,29.0,5.13,Tuesday,Tuesday,14,afternoon,24.266666666666666
1417,4790,Customer,Male,56.0,5.58,Tuesday,Tuesday,13,afternoon,23.616666666666667
2061,6409,Subscriber,Male,59.0,5.86,Tuesday,Tuesday,13,afternoon,34.35
1431,6207,Subscriber,Male,37.0,6.51,Tuesday,Tuesday,12,afternoon,23.85
2169,3311,Subscriber,Male,59.0,5.79,Tuesday,Tuesday,12,afternoon,36.15
2148,554,Subscriber,Male,66.0,6.01,Tuesday,Tuesday,12,afternoon,35.8
1338,5552,Subscriber,Male,54.0,5.31,Tuesday,Tuesday,10,morning,22.3
1363,5161,Subscriber,Male,38.0,6.18,Tuesday,Tuesday,10,morning,22.716666666666665
1522,6255,Subscriber,Male,31.0,5.27,Tuesday,Tuesday,9,morning,25.366666666666667
2979,6134,Subscriber,Male,75.0,6.76,Tuesday,Tuesday,9,morning,49.65
1139,4970,Subscriber,Male,29.0,5.38,Tuesday,Tuesday,9,morning,18.983333333333334
1650,5465,Subscriber,Female,36.0,6.43,Tuesday,Tuesday,9,morning,27.5
1648,192,Subscriber,Female,38.0,5.25,Tuesday,Tuesday,9,morning,27.466666666666665
2003,4727,Customer,Male,36.0,5.62,Tuesday,Tuesday,8,morning,33.38333333333333
1376,1004,Subscriber,Male,42.0,5.08,Tuesday,Tuesday,8,morning,22.933333333333334
1211,4745,Subscriber,Male,33.0,6.08,Tuesday,Tuesday,8,morning,20.183333333333334
1929,4666,Subscriber,Male,30.0,7.78,Tuesday,Tuesday,8,morning,32.15
1483,5555,Subscriber,Male,25.0,5.22,Tuesday,Tuesday,8,morning,24.716666666666665
1416,4715,Subscriber,Male,43.0,5.14,Tuesday,Tuesday,8,morning,23.6
1325,5943,Customer,Male,32.0,5.4,Tuesday,Tuesday,8,morning,22.083333333333332
2235,477,Subscriber,Female,28.0,5.63,Tuesday,Tuesday,8,morning,37.25
1488,5916,Subscriber,Male,50.0,5.46,Tuesday,Tuesday,8,morning,24.8
1255,5838,Subscriber,Male,30.0,5.41,Tuesday,Tuesday,8,morning,20.916666666666668
1842,3463,Customer,Male,58.0,7.3,Tuesday,Tuesday,8,morning,30.7
1840,6491,Customer,Female,40.0,5.27,Tuesday,Tuesday,8,morning,30.666666666666668
1610,5439,Subscriber,Male,50.0,6.71,Tuesday,Tuesday,8,morning,26.833333333333332
2323,2141,Subscriber,Female,39.0,7.23,Tuesday,Tuesday,7,morning,38.71666666666667
1257,4677,Customer,Male,40.0,6.13,Tuesday,Tuesday,8,morning,20.95
1592,5568,Subscriber,Male,30.0,6.2,Tuesday,Tuesday,7,morning,26.533333333333335
949,5087,Subscriber,Male,48.0,5.11,Tuesday,Tuesday,7,morning,15.816666666666666
1273,6430,Subscriber,Female,41.0,6.17,Tuesday,Tuesday,7,morning,21.216666666666665
1229,5824,Subscriber,Male,51.0,5.23,Tuesday,Tuesday,7,morning,20.483333333333334
1402,4856,Subscriber,Male,62.0,6.54,Tuesday,Tuesday,7,morning,23.366666666666667
1438,4377,Subscriber,Male,30.0,5.5,Tuesday,Tuesday,7,morning,23.966666666666665
1862,605,Subscriber,Female,39.0,5.14,Tuesday,Tuesday,7,morning,31.033333333333335
1612,1672,Subscriber,Male,39.0,5.14,Tuesday,Tuesday,7,morning,26.866666666666667
1327,5351,Customer,Female,39.0,7.08,Tuesday,Tuesday,7,morning,22.116666666666667
1349,6555,Subscriber,Male,31.0,5.26,Tuesday,Tuesday,7,morning,22.483333333333334
1518,4741,Subscriber,Female,35.0,5.59,Tuesday,Tuesday,7,morning,25.3
1542,6531,Subscriber,Male,30.0,6.55,Tuesday,Tuesday,7,morning,25.7
1313,5004,Subscriber,Female,40.0,5.47,Tuesday,Tuesday,7,morning,21.883333333333333
994,5414,Subscriber,Male,31.0,5.29,Tuesday,Tuesday,5,morning,16.566666666666666
1163,4344,Subscriber,Male,54.0,5.31,Monday,Monday,23,night,19.383333333333333
1276,5543,Subscriber,Male,50.0,6.46,Monday,Monday,23,night,21.266666666666666
1432,5543,Subscriber,Male,38.0,5.09,Monday,Monday,21,night,23.866666666666667
1221,6382,Subscriber,Male,24.0,5.12,Monday,Monday,21,night,20.35
1520,5825,Subscriber,Male,30.0,6.55,Monday,Monday,21,night,25.333333333333332
1783,339,Subscriber,Male,22.0,6.39,Monday,Monday,19,night,29.716666666666665
1088,4690,Subscriber,Male,35.0,5.42,Monday,Monday,19,night,18.133333333333333
2540,6420,Subscriber,Male,26.0,5.99,Monday,Monday,18,night,42.333333333333336
1429,1648,Subscriber,Male,35.0,6.85,Monday,Monday,18,night,23.816666666666666
1283,5822,Subscriber,Male,30.0,5.41,Monday,Monday,18,night,21.383333333333333
1097,6121,Subscriber,Male,40.0,5.17,Monday,Monday,18,night,18.283333333333335
1118,6354,Subscriber,Male,33.0,6.23,Monday,Monday,18,night,18.633333333333333
2054,6531,Subscriber,Male,30.0,7.16,Monday,Monday,18,night,34.233333333333334
2328,4492,Customer,Male,39.0,6.41,Monday,Monday,17,afternoon,38.8
1539,5948,Subscriber,Male,42.0,6.08,Monday,Monday,17,afternoon,25.65
1373,6461,Subscriber,Male,35.0,6.69,Monday,Monday,17,afternoon,22.883333333333333
1081,4549,Subscriber,Male,35.0,5.42,Monday,Monday,17,afternoon,18.016666666666666
1293,6072,Subscriber,Male,38.0,5.09,Monday,Monday,17,afternoon,21.55
1187,6234,Subscriber,Male,30.0,5.23,Monday,Monday,17,afternoon,19.783333333333335
1531,5059,Customer,Male,43.0,7.33,Monday,Monday,16,afternoon,25.516666666666666
3209,5131,Subscriber,Male,52.0,6.69,Monday,Monday,15,afternoon,53.483333333333334
2197,5116,Subscriber,Female,42.0,6.03,Monday,Monday,16,afternoon,36.61666666666667
1670,4914,Subscriber,Female,33.0,5.48,Monday,Monday,16,afternoon,27.833333333333332
1682,5135,Subscriber,Male,46.0,5.48,Monday,Monday,16,afternoon,28.033333333333335
1327,6572,Subscriber,Male,29.0,5.37,Monday,Monday,15,afternoon,22.116666666666667
2591,6245,Subscriber,Female,33.0,7.4,Monday,Monday,15,afternoon,43.18333333333333
2535,6368,Subscriber,Female,28.0,7.4,Monday,Monday,15,afternoon,42.25
1707,5493,Subscriber,Male,32.0,6.9,Monday,Monday,15,afternoon,28.45
1713,4493,Subscriber,Male,35.0,6.9,Monday,Monday,15,afternoon,28.55
2540,4918,Subscriber,Male,27.0,7.08,Monday,Monday,14,afternoon,42.333333333333336
1067,5096,Subscriber,Male,42.0,5.26,Monday,Monday,15,afternoon,17.783333333333335
2241,5854,Subscriber,Male,26.0,5.99,Monday,Monday,14,afternoon,37.35
2319,5761,Subscriber,Female,25.0,5.26,Monday,Monday,14,afternoon,38.65
2158,6260,Subscriber,Male,24.0,5.26,Monday,Monday,14,afternoon,35.96666666666667
1698,4996,Subscriber,Male,48.0,5.12,Monday,Monday,14,afternoon,28.3
1584,6280,Subscriber,Male,39.0,5.6,Monday,Monday,13,afternoon,26.4
1519,4563,Subscriber,Female,33.0,7.37,Monday,Monday,13,afternoon,25.316666666666666
1523,5511,Subscriber,Male,46.0,7.37,Monday,Monday,13,afternoon,25.383333333333333
2005,6307,Subscriber,Female,37.0,5.56,Monday,Monday,13,afternoon,33.416666666666664
1957,5531,Subscriber,Female,43.0,5.22,Monday,Monday,13,afternoon,32.61666666666667
1180,6354,Subscriber,Male,33.0,6.23,Monday,Monday,13,afternoon,19.666666666666668
1339,4498,Subscriber,Male,34.0,5.5,Monday,Monday,13,afternoon,22.316666666666666
1845,6104,Subscriber,Female,56.0,5.1,Monday,Monday,12,afternoon,30.75
1834,5342,Subscriber,Male,55.0,5.1,Monday,Monday,12,afternoon,30.566666666666666
1602,6531,Subscriber,Male,28.0,5.07,Monday,Monday,12,afternoon,26.7
1664,5477,Subscriber,Male,27.0,5.07,Monday,Monday,12,afternoon,27.733333333333334
1716,4747,Subscriber,Male,38.0,6.03,Monday,Monday,12,afternoon,28.6
2053,5324,Subscriber,Male,31.0,5.1,Monday,Monday,12,afternoon,34.21666666666667
1683,3000,Customer,Female,56.0,5.26,Monday,Monday,12,afternoon,28.05
1191,251,Subscriber,Female,36.0,5.57,Monday,Monday,12,afternoon,19.85
1571,6406,Subscriber,Female,35.0,5.33,Monday,Monday,11,morning,26.183333333333334
1559,4847,Subscriber,Male,34.0,5.33,Monday,Monday,11,morning,25.983333333333334
1719,5911,Subscriber,Female,43.0,5.22,Monday,Monday,11,morning,28.65
1408,6355,Subscriber,Male,48.0,5.56,Monday,Monday,11,morning,23.466666666666665
1988,5736,Subscriber,Male,54.0,5.31,Monday,Monday,10,morning,33.13333333333333
1670,6258,Subscriber,Male,30.0,6.32,Monday,Monday,10,morning,27.833333333333332
2576,4779,Subscriber,Male,35.0,5.94,Monday,Monday,10,morning,42.93333333333333
1247,6337,Subscriber,Male,50.0,5.81,Monday,Monday,10,morning,20.783333333333335
1879,6259,Subscriber,Female,31.0,5.33,Monday,Monday,10,morning,31.316666666666666
1627,6189,Subscriber,Male,34.0,5.37,Monday,Monday,10,morning,27.116666666666667
1684,6293,Subscriber,Male,29.0,6.32,Monday,Monday,9,morning,28.066666666666666
1395,6507,Subscriber,Male,38.0,5.17,Monday,Monday,9,morning,23.25
1658,6165,Subscriber,Other,31.0,5.11,Monday,Monday,9,morning,27.633333333333333
1196,6528,Subscriber,Male,29.0,5.08,Monday,Monday,8,morning,19.933333333333334
1313,6144,Subscriber,Male,30.0,5.83,Monday,Monday,8,morning,21.883333333333333
1498,4976,Subscriber,Male,41.0,5.37,Monday,Monday,8,morning,24.966666666666665
1357,817,Subscriber,Male,51.0,5.23,Monday,Monday,8,morning,22.616666666666667
926,5211,Subscriber,Male,31.0,5.29,Monday,Monday,6,morning,15.433333333333334
1128,4714,Subscriber,Male,49.0,5.21,Monday,Monday,5,morning,18.8
1189,6568,Subscriber,Male,30.0,5.37,Monday,Monday,1,morning,19.816666666666666
1225,4568,Customer,Male,39.0,6.27,Sunday,Sunday,22,night,20.416666666666668
1393,6231,Subscriber,Male,31.0,5.27,Sunday,Sunday,20,night,23.216666666666665
2193,1354,Subscriber,Male,45.0,6.74,Sunday,Sunday,19,night,36.55
1628,5450,Subscriber,Male,35.0,5.64,Sunday,Sunday,19,night,27.133333333333333
1027,4809,Subscriber,Male,26.0,5.17,Sunday,Sunday,18,night,17.116666666666667
1450,6231,Subscriber,Male,31.0,5.27,Sunday,Sunday,18,night,24.166666666666668
2096,4689,Subscriber,Other,29.0,5.16,Sunday,Sunday,18,night,34.93333333333333
1734,2059,Customer,Female,39.0,6.13,Sunday,Sunday,17,afternoon,28.9
1289,6379,Subscriber,Male,34.0,6.21,Sunday,Sunday,17,afternoon,21.483333333333334
1445,5423,Subscriber,Male,24.0,5.12,Sunday,Sunday,17,afternoon,24.083333333333332
2007,5503,Subscriber,Female,30.0,6.64,Sunday,Sunday,17,afternoon,33.45
1310,4522,Subscriber,Male,30.0,5.61,Sunday,Sunday,17,afternoon,21.833333333333332
1131,4787,Subscriber,Male,49.0,5.97,Sunday,Sunday,17,afternoon,18.85
1667,5951,Customer,Male,26.0,5.12,Sunday,Sunday,16,afternoon,27.783333333333335
2667,3134,Customer,Female,39.0,6.13,Sunday,Sunday,16,afternoon,44.45
1157,4673,Subscriber,Male,34.0,6.21,Sunday,Sunday,16,afternoon,19.283333333333335
1175,5115,Subscriber,Female,26.0,6.35,Sunday,Sunday,15,afternoon,19.583333333333332
935,5094,Subscriber,Male,33.0,5.65,Sunday,Sunday,15,afternoon,15.583333333333334
1935,4738,Subscriber,Male,43.0,5.63,Sunday,Sunday,14,afternoon,32.25
2390,4613,Subscriber,Male,33.0,6.56,Sunday,Sunday,14,afternoon,39.833333333333336
2205,4907,Customer,Female,33.0,5.94,Sunday,Sunday,14,afternoon,36.75
2419,6412,Customer,Male,46.0,5.94,Sunday,Sunday,14,afternoon,40.31666666666667
1876,4622,Subscriber,Female,31.0,7.62,Sunday,Sunday,14,afternoon,31.266666666666666
1571,6267,Subscriber,Male,55.0,5.1,Sunday,Sunday,14,afternoon,26.183333333333334
1693,5403,Subscriber,Male,28.0,5.27,Sunday,Sunday,14,afternoon,28.216666666666665
1413,4503,Subscriber,Female,26.0,5.17,Sunday,Sunday,14,afternoon,23.55
1264,6461,Subscriber,Male,42.0,6.08,Sunday,Sunday,14,afternoon,21.066666666666666
1881,4799,Customer,Male,36.0,5.55,Sunday,Sunday,14,afternoon,31.35
1862,5547,Customer,Male,36.0,5.55,Sunday,Sunday,14,afternoon,31.033333333333335
1464,4808,Subscriber,Male,30.0,5.83,Sunday,Sunday,14,afternoon,24.4
1414,6267,Subscriber,Male,55.0,5.1,Sunday,Sunday,14,afternoon,23.566666666666666
1220,4514,Subscriber,Male,49.0,6.27,Sunday,Sunday,13,afternoon,20.333333333333332
1497,4435,Customer,Male,27.0,5.65,Sunday,Sunday,13,afternoon,24.95
1776,5231,Subscriber,Female,35.0,6.04,Sunday,Sunday,12,afternoon,29.6
1563,5823,Subscriber,Male,55.0,6.31,Sunday,Sunday,12,afternoon,26.05
1102,6488,Subscriber,Male,30.0,5.41,Sunday,Sunday,12,afternoon,18.366666666666667
2607,5344,Subscriber,Male,43.0,6.23,Sunday,Sunday,11,morning,43.45
1282,6096,Subscriber,Male,24.0,5.12,Sunday,Sunday,11,morning,21.366666666666667
2233,4640,Subscriber,Female,24.0,7.47,Sunday,Sunday,10,morning,37.21666666666667
2210,4516,Subscriber,Male,30.0,7.47,Sunday,Sunday,10,morning,36.833333333333336
1176,6461,Subscriber,Female,42.0,6.35,Sunday,Sunday,10,morning,19.6
1360,5090,Subscriber,Female,40.0,5.63,Sunday,Sunday,10,morning,22.666666666666668
3435,1488,Customer,Female,26.0,5.1,Sunday,Sunday,9,morning,57.25
1594,4664,Subscriber,Female,66.0,6.02,Sunday,Sunday,9,morning,26.566666666666666
1834,5239,Customer,Male,34.0,5.37,Sunday,Sunday,9,morning,30.566666666666666
1473,4868,Subscriber,Female,35.0,5.27,Sunday,Sunday,8,morning,24.55
1474,6302,Subscriber,Male,34.0,5.27,Sunday,Sunday,8,morning,24.566666666666666
1604,4993,Subscriber,Male,29.0,5.59,Sunday,Sunday,7,morning,26.733333333333334
1537,486,Subscriber,Male,42.0,5.72,Sunday,Sunday,7,morning,25.616666666666667
1817,486,Subscriber,Male,42.0,5.72,Sunday,Sunday,7,morning,30.283333333333335
1073,4563,Subscriber,Male,38.0,6.18,Saturday,Saturday,21,night,17.883333333333333
1140,5117,Subscriber,Male,35.0,5.42,Saturday,Saturday,19,night,19.0
1761,5079,Subscriber,Male,34.0,7.57,Saturday,Saturday,19,night,29.35
2349,4545,Subscriber,Male,43.0,9.0,Saturday,Saturday,19,night,39.15
2016,6400,Subscriber,Male,41.0,6.42,Saturday,Saturday,17,afternoon,33.6
1645,5089,Subscriber,Male,24.0,6.04,Saturday,Saturday,16,afternoon,27.416666666666668
1507,5342,Subscriber,Male,54.0,5.31,Saturday,Saturday,16,afternoon,25.116666666666667
1360,5340,Subscriber,Male,50.0,6.0,Saturday,Saturday,16,afternoon,22.666666666666668
2115,5934,Subscriber,Male,55.0,6.17,Saturday,Saturday,15,afternoon,35.25
1945,5010,Subscriber,Other,40.0,6.55,Saturday,Saturday,15,afternoon,32.416666666666664
2408,6386,Subscriber,Female,33.0,7.95,Saturday,Saturday,15,afternoon,40.13333333333333
1337,6430,Subscriber,Male,50.0,6.46,Saturday,Saturday,14,afternoon,22.283333333333335
1659,6134,Subscriber,Other,40.0,6.55,Saturday,Saturday,14,afternoon,27.65
1800,6396,Subscriber,Male,47.0,11.52,Saturday,Saturday,14,afternoon,30.0
1569,5383,Subscriber,Male,26.0,6.61,Saturday,Saturday,14,afternoon,26.15
1469,5574,Customer,Male,37.0,5.13,Saturday,Saturday,13,afternoon,24.483333333333334
1577,4464,Customer,Female,30.0,5.33,Saturday,Saturday,13,afternoon,26.283333333333335
1606,4452,Subscriber,Female,32.0,5.33,Saturday,Saturday,13,afternoon,26.766666666666666
2352,6530,Subscriber,Male,30.0,6.67,Saturday,Saturday,12,afternoon,39.2
2300,1132,Customer,Male,54.0,7.04,Saturday,Saturday,12,afternoon,38.333333333333336
1758,4694,Subscriber,Male,55.0,7.51,Saturday,Saturday,12,afternoon,29.3
1329,5303,Subscriber,Male,34.0,7.18,Saturday,Saturday,12,afternoon,22.15
1295,6285,Subscriber,Female,29.0,5.17,Saturday,Saturday,11,morning,21.583333333333332
1279,4979,Subscriber,Male,30.0,5.17,Saturday,Saturday,11,morning,21.316666666666666
1732,4694,Subscriber,Male,55.0,7.66,Saturday,Saturday,11,morning,28.866666666666667
1108,4568,Subscriber,Female,26.0,6.5,Saturday,Saturday,10,morning,18.466666666666665
1611,4545,Subscriber,Male,43.0,7.75,Saturday,Saturday,10,morning,26.85
1593,5430,Subscriber,Male,59.0,5.31,Saturday,Saturday,10,morning,26.55
1598,5455,Subscriber,Female,35.0,5.64,Saturday,Saturday,10,morning,26.633333333333333
1611,6317,Subscriber,Male,34.0,5.64,Saturday,Saturday,10,morning,26.85
1427,6259,Subscriber,Male,52.0,5.59,Saturday,Saturday,8,morning,23.783333333333335
1671,6630,Subscriber,Male,34.0,6.56,Saturday,Saturday,8,morning,27.85
1639,4662,Subscriber,Female,29.0,6.69,Saturday,Saturday,7,morning,27.316666666666666
1029,4335,Subscriber,Male,54.0,5.31,Saturday,Saturday,6,morning,17.15
1360,4679,Subscriber,Female,54.0,5.33,Friday,Friday,22,night,22.666666666666668
1337,5236,Subscriber,Male,38.0,5.33,Friday,Friday,22,night,22.283333333333335
